Report on the BioLiP file

Number of proteins without metal ligands: 24013
Ligand;Size;Num of occurrences
"PQQ";15;2
"PQQ";17;1
"PQQ";18;6
"PQQ";19;4
"PQQ";20;4
"PR6";6;1
"PR8";21;1
"PRE";11;1
"PRF";11;1
"PRL";8;1
"PRL";11;1
"PRO";2;3
"PRO";3;3
"PRO";4;5
"PRO";5;6
"PRO";6;8
"PRO";7;3
"PRO";8;6
"PRO";9;3
"PRO";10;2
"PRO";11;2
"PRO";12;2
"PRP";2;1
"PRP";3;2
"PRP";7;1
"PRP";8;1
"PRP";11;2
"PRP";13;3
"PRP";14;2
"PRP";15;1
"PRP";16;1
"PRP";17;1
"PRP";18;2
"PRU";15;1
"PRX";16;2
"PRX";17;1
"PS5";7;1
"PS6";2;1
"PS9";7;1
"PSC";3;1
"PSC";4;1
"PSD";23;1
"PSF";2;1
"PSF";3;1
"PSF";6;1
"PSF";7;1
"PSF";9;2
"PSJ";11;1
"PSK";6;1
"PSQ";18;1
"PT1";12;1
"PT1";13;1
"PT1";14;2
"PT1";15;1
"PT3";7;1
"PT5";9;1
"PT5";11;1
"PT5";13;1
"PT5";15;1
"PT5";17;1
"PT5";21;1
"PT6";15;1
"PTB";11;1
"PTD";2;1
"PTE";28;1
"PTE";29;1
"PTO";7;1
"PTR";8;1
"PTR";9;1
"PTR";10;1
"PTT";32;1
"PTY";10;1
"PTY";22;1
"PUB";2;2
"PUB";4;1
"PUB";6;4
"PUB";7;2
"PUB";8;5
"PUB";9;3
"PUB";10;1
"PUB";11;3
"PUB";13;2
"PUB";14;1
"PUB";15;1
"PUC";12;1
"PUC";14;1
"PUJ";16;1
"PUS";21;1
"PUT";2;1
"PUT";3;2
"PUT";5;1
"PUT";7;2
"PUT";9;1
"PUT";10;1
"PUY";18;1
"PV9";8;1
"PVB";16;1
"PVE";7;1
"PVH";2;1
"PVH";6;1
"PVH";7;2
"PVI";11;1
"PVI";13;1
"PVN";7;1
"PVN";9;1
"PVN";11;1
"PVN";12;1
"PVN";13;1
"PVO";10;1
"PWE";3;1
"PWE";16;1
"PWQ";5;1
"PWZ";7;1
"PWZ";8;1
"PX5";4;1
"PXC";14;1
"PXD";8;1
"PXG";2;2
"PXG";3;2
"PXG";15;2
"PXG";16;1
"PXG";18;1
"PXL";7;1
"PXL";11;2
"PXM";10;1
"PXN";5;1
"PXN";8;1
"PXP";11;1
"PXP";12;3
"PXS";21;1
"PXV";5;1
"PXV";7;1
"PXW";17;1
"PY5";2;1
"PY5";16;1
"PYC";8;2
"PYC";9;1
"PYC";12;1
"PYD";7;1
"PYE";4;1
"PYI";5;1
"PYI";9;1
"PYQ";10;2
"PYR";2;5
"PYR";3;5
"PYR";4;11
"PYR";5;2
"PYR";6;11
"PYR";7;8
"PYR";8;13
"PYR";9;7
"PYR";10;2
"PYR";11;1
"PYS";10;1
"PYV";7;1
"PYV";8;2
"PYV";10;2
"PYV";16;1
"PYZ";6;1
"PZE";5;1
"PZS";7;1
"PZU";4;1
"PZU";6;1
"Q0J";15;1
"Q0R";7;1
"Q0X";14;1
"Q1A";17;1
"Q21";8;1
"Q22";14;1
"Q3G";2;1
"Q3G";4;1
"Q58";19;1
"Q5A";14;1
"Q5D";2;1
"Q5D";11;1
"Q5E";10;1
"Q5S";30;1
"Q6B";2;1
"Q6N";13;1
"Q7G";2;2
"Q7G";3;3
"Q7G";4;1
"Q7G";5;1
"Q7G";7;2
"Q7G";16;1
"Q8J";17;1
"Q8U";20;1
"Q8V";13;1
"Q93";7;1
"Q9Q";6;1
"Q9Q";8;2
"Q9Q";11;1
"Q9Y";9;1
"QAK";17;1
"QAP";10;1
"QC7";13;1
"QC9";15;1
"QCB";21;1
"QCG";12;1
"QCT";17;1
"QCV";9;1
"QD7";9;1
"QDA";3;1
"QDA";4;1
"QDG";18;1
"QDK";6;1
"QDM";19;1
"QDN";7;1
"QDO";2;1
"QE2";9;1
"QEI";14;1
"QEL";8;1
"QEM";5;2
"QEM";7;1
"QEM";8;1
"QEM";9;1
"QEO";15;1
"QET";20;1
"QFW";3;1
"QFW";4;1
"QFX";16;1
"QGA";6;1
"QGD";2;1
"QGG";3;1
"QGG";14;1
"QGH";9;1
"QGK";8;1
"QGM";12;1
"QI9";10;1
"QJ9";18;1
"QJB";3;1
"QJB";5;1
"QJB";10;1
"QJS";13;1
"QJT";16;1
"QKJ";12;1
"QLA";11;1
"QLB";7;1
"QLB";8;1
"QLE";17;1
"QLI";13;1
"QLQ";19;1
"QMR";6;1
"QMR";9;1
"QMR";10;1
"QNB";17;1
"QNJ";5;1
"QNP";8;1
"QNX";2;1
"QNX";17;1
"QO6";6;1
"QOD";4;1
"QOD";20;1
"QOI";8;1
"QOJ";4;1
"QOJ";5;1
"QOS";10;1
"QPZ";12;1
"QR8";3;1
"QRE";6;1
"QRL";7;1
"QRP";7;2
"QRP";11;1
"QRP";13;1
"QRW";19;1
"QS2";4;1
"QS2";6;1
"QSE";3;1
"QSE";5;1
"QSE";6;1
"QSE";8;1
"QSO";11;1
"QSR";3;1
"QSR";7;1
"QT8";7;1
"QTB";4;1
"QUE";10;1
"QUE";12;2
"QUE";17;1
"QUG";13;1
"QUI";2;1
"QUI";5;1
"QUS";10;1
"QUS";12;1
"QUS";14;1
"QV7";9;1
"QVR";17;1
"QWY";3;1
"QXD";3;1
"QXD";25;1
"QY1";6;1
"QY1";7;1
"QZT";7;1
"R0D";5;2
"R1P";2;3
"R1P";11;2
"R1P";12;1
"R1T";7;2
"R1T";15;1
"R1T";17;1
"R1X";2;1
"R1X";7;1
"R2Q";2;1
"R2Q";5;1
"R2R";5;1
"R2S";11;1
"R34";7;1
"R34";9;1
"R36";18;1
"R3F";11;2
"R3K";7;1
"R3Z";8;1
"R4Z";12;1
"R5P";4;1
"R5P";5;1
"R5P";10;3
"R5P";15;2
"R5P";16;1
"R5Q";6;1
"R5Q";8;1
"R6K";25;1
"R71";18;1
"R78";8;2
"R78";10;1
"R78";12;1
"R7M";11;1
"R8J";9;1
"R93";10;1
"R9T";13;1
"RAC";4;1
"RAE";6;1
"RAJ";20;1
"RAL";3;1
"RAL";6;1
"RAL";7;1
"RAL";10;1
"RAM";2;6
"RAM";3;4
"RAM";4;1
"RAM";5;4
"RAM";6;2
"RAM";7;3
"RAM";8;3
"RAM";9;3
"RAM";11;1
"RAM";12;2
"RAP";3;1
"RAP";11;2
"RAP";13;3
"RB";3;2
"RB";4;1
"RB";5;1
"RB";7;1
"RB0";3;1
"RB0";6;1
"RB0";7;2
"RB0";10;1
"RB3";14;1
"RB5";3;1
"RB6";13;1
"RB6";14;1
"RB8";12;1
"RB8";14;1
"RBF";3;5
"RBF";4;4
"RBF";6;1
"RBF";7;2
"RBF";10;1
"RBF";12;1
"RBF";14;2
"RBF";15;2
"RBF";16;1
"RBF";18;3
"RBF";20;1
"RBT";10;1
"RBV";12;1
"RC8";3;1
"RC8";12;1
"RCC";17;1
"RCI";9;1
"RCJ";16;1
"RCL";13;1
"RCO";10;1
"RCP";5;1
"RCP";10;1
"RCY";2;3
"RCY";3;3
"RCY";4;2
"RCY";6;2
"RD7";7;1
"RDC";10;1
"RDC";12;1
"RDF";2;1
"RDF";12;2
"RDF";15;2
"RDH";13;1
"RDL";2;1
"RDL";3;2
"RDL";7;1
"RDL";11;2
"RE";3;1
"REA";2;1
"REA";9;1
"REA";12;2
"REA";13;1
"REA";15;1
"RED";4;1
"RED";5;1
"RED";6;1
"REL";9;1
"REO";3;1
"REO";4;3
"REO";5;2
"REO";8;2
"RES";3;1
"RES";5;1
"RES";11;1
"RES";13;1
"RET";8;1
"RET";11;2
"RET";12;1
"RET";13;4
"RET";14;8
"RET";15;12
"RET";16;8
"RET";17;10
"RET";18;2
"REZ";14;1
"RF8";5;1
"RFL";30;1
"RFP";12;1
"RFP";15;1
"RFP";18;2
"RFW";13;1
"RFW";14;1
"RGP";10;1
"RGP";11;1
"RHB";8;1
"RHB";17;1
"RHE";2;3
"RHE";3;6
"RHE";4;4
"RHE";5;1
"RHE";6;1
"RHE";7;1
"RHQ";14;1
"RHR";2;2
"RHR";4;4
"RHR";5;1
"RIB";4;2
"RIB";8;1
"RIB";9;1
"RIB";10;1
"RIB";11;2
"RIB";13;2
"RIB";14;1
"RIF";16;1
"RIM";2;3
"RIO";12;1
"RIP";2;1
"RIP";6;1
"RIP";7;2
"RIP";11;5
"RIS";9;1
"RIT";8;1
"RJB";17;1
"RJK";19;1
"RJQ";10;1
"RJQ";11;1
"RLK";14;1
"RM4";8;1
"RM4";12;1
"RMN";11;1
"RN1";13;1
"RNP";13;1
"RNS";5;1
"RNS";11;1
"RNT";12;1
"ROI";10;1
"ROM";15;1
"ROP";2;1
"ROP";7;1
"ROP";9;1
"RP5";2;1
"RP5";4;1
"RP5";5;1
"RP5";10;1
"RPA";4;1
"RPA";5;1
"RPA";9;1
"RPI";7;1
"RPI";8;1
"RPI";9;1
"RPT";2;1
"RQ0";3;1
"RQ0";7;1
"RQJ";12;1
"RQM";11;1
"RR1";14;1
"RR6";14;1
"RR7";7;1
"RRC";16;1
"RRM";11;1
"RRV";15;1
"RRX";2;5
"RRX";3;2
"RRX";7;4
"RRX";9;3
"RRX";13;1
"RSH";14;1
"RSM";5;1
"RSM";8;1
"RSM";10;1
"RSO";8;1
"RTG";9;1
"RTL";4;1
"RTL";10;1
"RTL";13;2
"RTL";14;1
"RTL";19;1
"RTV";2;1
"RTV";5;1
"RTZ";13;1
"RTZ";15;1
"RUB";6;1
"RUB";7;1
"RUB";10;1
"RUB";12;1
"RUB";18;1
"RVP";18;1
"RVP";21;1
"RW1";6;1
"RWB";4;1
"RWS";4;1
"RXO";6;1
"RXP";17;1
"RXT";15;1
"RXT";17;1
"RXV";4;1
"RXY";3;1
"RXY";4;1
"RXY";6;1
"RY2";12;1
"RY7";15;1
"RY8";14;1
"RZP";17;1
"S03";15;1
"S0H";9;1
"S0N";26;1
"S12";3;1
"S17";3;1
"S17";11;1
"S1A";14;1
"S1A";15;1
"S1P";3;1
"S1P";4;1
"S1P";7;1
"S1P";9;1
"S1P";12;1
"S1P";14;1
"S1P";18;1
"S1Q";12;1
"S1T";7;1
"S1T";16;1
"S21";8;1
"S2C";12;1
"S2K";10;1
"S2N";2;1
"S2N";13;1
"S2Q";9;1
"S2T";2;1
"S2T";7;1
"S2T";12;1
"S3F";2;1
"S3H";2;1
"S3H";4;1
"S3P";7;1
"S3P";9;2
"S3P";12;3
"S47";12;1
"S4M";22;1
"S4M";24;1
"S53";5;1
"S53";18;1
"S55";17;1
"S5K";13;1
"S5K";14;1
"S6V";7;1
"S7A";8;1
"S7N";16;1
"S9T";15;1
"S9Z";14;1
"SA6";11;1
"SA8";13;1
"SAE";7;1
"SAE";10;1
"SAH";2;1
"SAH";3;3
"SAH";4;1
"SAH";5;2
"SAH";8;1
"SAH";9;1
"SAH";10;6
"SAH";11;5
"SAH";12;9
"SAH";13;10
"SAH";14;26
"SAH";15;32
"SAH";16;49
"SAH";17;52
"SAH";18;57
"SAH";19;57
"SAH";20;30
"SAH";21;26
"SAH";22;9
"SAH";23;4
"SAH";24;2
"SAH";26;1
"SAI";18;2
"SAI";20;1
"SAJ";2;1
"SAJ";20;1
"SAL";3;1
"SAL";4;1
"SAL";8;1
"SAL";9;1
"SAL";11;2
"SAL";12;2
"SAM";2;3
"SAM";3;3
"SAM";4;2
"SAM";8;3
"SAM";9;7
"SAM";10;6
"SAM";11;2
"SAM";12;3
"SAM";13;9
"SAM";14;14
"SAM";15;19
"SAM";16;25
"SAM";17;29
"SAM";18;34
"SAM";19;24
"SAM";20;13
"SAM";21;12
"SAM";22;6
"SAM";23;6
"SAM";25;1
"SAN";5;1
"SAN";9;1
"SB2";13;1
"SB2";15;1
"SBI";9;1
"SBM";8;1
"SBT";2;1
"SBT";3;3
"SBT";4;1
"SBV";3;1
"SC2";5;1
"SC3";2;1
"SC3";4;1
"SC3";11;1
"SC5";10;1
"SCA";3;2
"SCA";5;1
"SCA";12;1
"SCA";16;1
"SCA";25;1
"SCM";5;1
"SCN";3;1
"SCN";5;1
"SCN";7;1
"SCO";15;1
"SDN";16;1
"SDS";5;2
"SDS";6;1
"SDS";7;1
"SDS";8;1
"SDS";13;1
"SDT";13;1
"SDV";17;1
"SE";2;4
"SE";5;1
"SE2";6;1
"SE8";12;1
"SEC";7;1
"SEP";2;2
"SEP";4;1
"SEP";6;3
"SEP";7;1
"SEP";8;2
"SEP";10;2
"SEP";11;2
"SER";2;3
"SER";3;6
"SER";4;6
"SER";5;6
"SER";6;3
"SER";7;2
"SER";8;6
"SER";9;2
"SER";10;1
"SEV";5;1
"SEY";2;4
"SEY";3;4
"SEY";4;3
"SEY";5;1
"SEZ";2;1
"SF4";2;31
"SF4";3;10
"SF4";4;20
"SF4";5;33
"SF4";6;26
"SF4";7;41
"SF4";8;71
"SF4";9;130
"SF4";10;129
"SF4";11;129
"SF4";12;106
"SF4";13;41
"SF4";14;2
"SF8";11;1
"SFE";11;1
"SFF";14;1
"SFG";3;1
"SFG";14;2
"SFG";15;1
"SFG";16;6
"SFG";17;9
"SFG";18;4
"SFG";19;5
"SFG";20;3
"SFG";21;1
"SFH";6;2
"SFH";15;1
"SFJ";8;1
"SFQ";8;1
"SFT";11;1
"SFU";8;1
"SFX";12;1
"SGA";9;1
"SGC";3;1
"SGC";4;1
"SGC";5;2
"SGC";6;3
"SGC";7;1
"SGC";8;2
"SGC";10;1
"SGN";2;6
"SGN";3;7
"SGN";4;2
"SGN";5;5
"SGN";6;1
"SGN";7;1
"SGN";9;1
"SGN";12;1
"SGN";18;1
"SGP";12;1
"SGV";13;1
"SGV";14;1
"SH0";10;1
"SH0";18;1
"SH4";4;1
"SH4";10;1
"SHF";8;2
"SHF";10;1
"SHG";8;1
"SHH";3;1
"SHH";8;1
"SHH";12;2
"SHL";7;1
"SHR";11;1
"SHR";15;1
"SHU";12;1
"SHV";3;1
"SHV";4;1
"SHV";5;1
"SHV";6;1
"SIA";2;11
"SIA";3;10
"SIA";4;11
"SIA";5;17
"SIA";6;13
"SIA";7;14
"SIA";8;11
"SIA";9;7
"SIA";10;13
"SIA";11;10
"SIA";12;3
"SIA";13;3
"SIA";17;1
"SIM";18;1
"SIN";9;2
"SIO";7;1
"SIO";12;1
"SIO";13;1
"SIP";16;1
"SIR";12;1
"SIR";20;1
"SIW";4;1
"SIW";7;1
"SIW";8;2
"SJ5";10;1
"SJ5";11;1
"SJN";5;1
"SKD";13;1
"SKG";9;1
"SKM";5;1
"SKM";6;1
"SKM";8;2
"SKM";9;1
"SKM";10;4
"SKM";11;4
"SKM";12;1
"SKM";14;1
"SKN";2;1
"SKN";11;1
"SKT";15;1
"SKZ";14;1
"SLB";2;1
"SLB";3;3
"SLB";4;1
"SLB";5;1
"SLB";6;1
"SLB";8;1
"SLB";10;2
"SLB";11;1
"SLB";12;3
"SLB";13;2
"SLB";17;1
"SLO";10;1
"SLU";22;1
"SLX";3;1
"SLX";15;1
"SLX";16;1
"SM";2;2
"SM";4;1
"SM5";10;1
"SM8";12;1
"SMA";2;5
"SMA";17;1
"SMA";18;1
"SMA";19;1
"SME";9;1
"SME";12;3
"SME";13;1
"SMI";9;1
"SMM";3;2
"SMM";5;1
"SMM";6;1
"SMN";9;1
"SMN";15;1
"SMQ";8;1
"SMQ";9;1
"SMU";8;1
"SMU";20;1
"SN5";6;1
"SNN";11;1
"SNO";9;1
"SNT";19;1
"SNW";17;1
"SNY";12;1
"SO3";2;10
"SO3";3;7
"SO3";4;11
"SO3";5;3
"SO3";6;2
"SO3";7;1
"SO3";8;1
"SO3";9;1
"SO3";10;1
"SO4";2;69
"SO4";3;114
"SO4";4;108
"SO4";5;56
"SO4";6;47
"SO4";7;19
"SO4";8;14
"SO4";9;3
"SO4";11;3
"SOE";2;1
"SOE";11;1
"SOR";7;2
"SOR";9;1
"SOR";13;2
"SP5";10;1
"SPB";9;1
"SPB";10;1
"SPD";4;1
"SPD";6;2
"SPD";8;1
"SPD";9;1
"SPD";10;2
"SPD";11;1
"SPD";12;2
"SPD";13;1
"SPL";6;1
"SPL";8;1
"SPL";19;1
"SPM";6;1
"SPM";7;1
"SPO";3;2
"SPO";4;4
"SPO";5;7
"SPO";7;1
"SPO";21;1
"SPO";22;1
"SPO";23;1
"SPQ";18;1
"SPV";11;2
"SQL";6;1
"SR";2;1
"SR";3;1
"SR1";9;1
"SR1";11;1
"SRL";16;2
"SRM";2;3
"SRM";8;2
"SRM";9;1
"SRM";11;5
"SRM";12;1
"SRM";17;1
"SRM";18;3
"SRM";19;1
"SRM";20;4
"SRM";25;2
"SRM";26;2
"SRM";28;3
"SRN";12;1
"SRO";5;1
"SRO";10;2
"SRO";11;3
"SRO";13;1
"SRP";20;1
"SRP";21;1
"SRV";3;1
"SRW";3;1
"SRY";15;1
"SS9";12;1
"SSA";15;1
"SSA";19;8
"SSA";20;2
"SSC";8;1
"SSG";3;1
"SSM";8;1
"SSN";6;1
"SSN";10;1
"SSS";2;1
"SSS";6;1
"SST";6;1
"SST";7;1
"SSV";9;1
"ST9";8;1
"ST9";18;1
"ST9";21;1
"ST9";29;1
"ST9";30;2
"ST9";32;1
"STF";10;1
"STG";3;1
"STG";9;1
"STI";11;1
"STI";22;1
"STL";5;1
"STL";7;2
"STL";8;3
"STL";9;2
"STL";10;3
"STL";11;2
"STL";12;1
"STL";13;1
"STL";15;1
"STM";21;1
"STR";7;1
"STR";8;3
"STR";11;1
"STR";12;1
"STR";14;1
"STR";16;1
"STT";9;1
"STU";3;1
"STU";6;1
"STU";7;1
"STU";12;1
"STU";14;1
"STU";15;1
"STU";16;2
"STU";17;6
"STU";18;6
"STU";19;3
"STU";20;1
"SU5";12;1
"SUO";17;1
"SUS";2;1
"SUZ";10;1
"SV2";18;1
"SV7";2;1
"SV7";8;1
"SVE";23;1
"SVR";5;4
"SVR";8;1
"SVR";9;2
"SVR";11;1
"SVR";16;1
"SVS";16;1
"SWA";8;1
"SWF";13;1
"SWH";13;1
"SXH";14;1
"SXI";13;1
"SXJ";9;1
"SXM";3;1
"SXM";9;1
"SXN";17;1
"SXZ";17;1
"SY9";4;1
"SY9";6;2
"SYC";9;1
"SYM";10;2
"SYT";15;1
"SYW";18;1
"SZQ";5;2
"T0B";17;2
"T0H";15;1
"T12";16;2
"T12";17;1
"T12";18;1
"T14";12;1
"T1C";16;1
"T24";11;1
"T25";14;1
"T2C";3;1
"T2N";11;1
"T2Q";2;1
"T2Q";18;1
"T3";14;1
"T3A";8;1
"T3B";25;1
"T3D";19;1
"T3F";14;1
"T3Q";9;1
"T3Q";11;1
"T3Q";12;1
"T3Q";14;1
"T3Y";4;1
"T44";4;1
"T44";5;1
"T44";6;2
"T44";11;1
"T46";3;1
"T46";7;1
"T46";13;1
"T4K";7;1
"T4K";22;1
"T4U";6;1
"T55";6;1
"T56";11;1
"T5A";23;1
"T5A";27;1
"T5A";29;1
"T5J";10;1
"T5K";2;1
"T5K";19;1
"T6S";21;1
"T6T";10;1
"T6T";12;1
"T77";17;1
"T7K";4;1
"T7M";22;1
"T7Q";14;1
"T7X";2;5
"T7X";3;6
"T7X";4;2
"T7X";5;2
"T7X";6;2
"T7X";7;1
"T7X";11;2
"T8N";13;1
"T8T";12;1
"T99";9;2
"TA1";19;1
"TAA";2;1
"TAA";6;1
"TAA";7;1
"TAD";12;1
"TAG";12;1
"TAG";15;1
"TAN";7;1
"TAQ";4;1
"TAS";3;1
"TAT";10;1
"TAT";17;1
"TB";2;1
"TB7";12;1
"TBF";2;1
"TBN";12;1
"TBR";2;11
"TBR";3;12
"TBR";4;8
"TBR";5;3
"TBR";6;4
"TBR";7;1
"TBR";9;2
"TC0";18;1
"TC8";8;1
"TCD";13;1
"TCE";2;1
"TCE";3;1
"TCE";4;1
"TCE";5;1
"TCE";6;1
"TCE";8;1
"TCE";9;1
"TCE";11;1
"TCH";2;1
"TCH";5;1
"TCH";6;2
"TCH";9;1
"TCH";10;2
"TCH";12;2
"TCH";13;1
"TCH";16;1
"TCI";5;1
"TCI";12;1
"TCK";4;1
"TCK";11;1
"TCK";13;1
"TCL";5;1
"TCL";7;1
"TCL";8;2
"TCL";9;5
"TCL";10;10
"TCL";12;1
"TD4";15;1
"TD6";7;1
"TD6";20;1
"TD7";6;1
"TD7";17;1
"TDA";4;1
"TDA";9;1
"TDC";12;1
"TDC";14;1
"TDI";16;1
"TDK";8;2
"TDK";18;1
"TDK";19;1
"TDK";25;1
"TDM";17;1
"TDN";8;1
"TDN";14;1
"TDO";4;1
"TDO";9;1
"TDR";2;2
"TDR";4;1
"TDR";6;2
"TDR";10;1
"TDR";11;1
"TDS";2;1
"TDS";6;1
"TDS";8;1
"TDZ";13;1
"TDZ";17;1
"TEM";10;1
"TEM";11;1
"TEO";12;1
"TES";2;1
"TES";5;1
"TES";8;3
"TES";10;1
"TES";11;1
"TEU";16;1
"TEW";4;4
"TEW";5;5
"TEW";7;2
"TEX";5;1
"TEX";6;1
"TEX";12;1
"TEX";14;1
"TFA";2;2
"TFA";3;4
"TFA";4;1
"TFA";5;1
"TFA";6;2
"TFA";7;1
"TFA";8;1
"TFA";9;1
"TFB";7;1
"TFB";8;1
"TFB";10;1
"TFC";16;1
"TFG";8;1
"TFG";11;2
"TFU";6;2
"TFU";7;1
"TFU";8;1
"TFU";9;2
"TG6";5;1
"TG6";10;1
"TGG";2;1
"TGG";16;1
"TGI";16;1
"TH2";6;1
"TH2";10;1
"TH8";4;1
"THE";8;1
"THF";4;1
"THF";13;1
"THG";2;2
"THG";10;1
"THG";11;1
"THG";14;1
"THG";15;2
"THG";16;1
"THG";18;2
"THH";4;1
"THH";11;1
"THH";14;1
"THH";15;1
"THH";18;1
"THJ";7;1
"THJ";8;1
"THJ";9;2
"THM";10;1
"THM";12;1
"THM";15;1
"THP";8;1
"THR";2;5
"THR";4;1
"THR";7;3
"THR";8;2
"THR";9;1
"THR";10;3
"THR";11;2
"THR";12;1
"THS";2;1
"THS";8;1
"THU";11;1
"THV";6;1
"TI0";8;1
"TIC";9;1
"TIH";5;1
"TIQ";15;1
"TIU";2;1
"TIU";10;1
"TIZ";9;1
"TK4";6;1
"TKE";12;1
"TLA";9;1
"TLF";12;1
"TLG";14;1
"TLI";4;1
"TLL";18;1
"TLO";10;1
"TLZ";12;1
"TM3";4;1
"TME";2;1
"TME";3;3
"TMF";9;1
"TMG";3;1
"TMG";5;1
"TMH";4;1
"TMM";8;1
"TMO";2;11
"TMO";3;6
"TMO";4;4
"TMO";5;3
"TMO";6;1
"TMO";7;1
"TMP";3;3
"TMP";4;1
"TMP";9;2
"TMP";10;3
"TMP";11;5
"TMP";12;1
"TMP";13;1
"TMP";14;2
"TMY";11;1
"TMY";13;1
"TNC";15;1
"TNE";6;1
"TNJ";4;1
"TNL";6;1
"TNL";9;1
"TNS";7;1
"TNS";9;1
"TNX";12;1
"TO2";3;1
"TOF";12;1
"TOG";7;2
"TOH";11;1
"TOL";8;1
"TON";3;1
"TON";4;1
"TON";6;1
"TON";9;1
"TOP";9;2
"TOP";10;2
"TOP";11;1
"TOP";13;1
"TOU";3;1
"TOY";3;1
"TOY";4;1
"TOY";5;1
"TOY";7;1
"TOY";9;1
"TOY";13;1
"TP7";2;1
"TP7";3;7
"TP7";6;3
"TP7";7;6
"TP7";9;8
"TP9";17;1
"TP9";18;1
"TPE";6;1
"TPF";10;1
"TPM";4;1
"TPO";11;1
"TPP";3;1
"TPP";4;7
"TPP";5;13
"TPP";6;15
"TPP";7;14
"TPP";8;3
"TPP";9;1
"TPP";12;2
"TPP";13;1
"TPP";14;12
"TPP";15;18
"TPP";16;13
"TPP";17;17
"TPP";18;4
"TPP";21;2
"TPP";22;1
"TPS";15;1
"TPS";18;2
"TPT";3;1
"TPT";4;2
"TPT";6;1
"TPT";9;1
"TPW";6;1
"TPW";13;1
"TPW";16;1
"TQG";9;1
"TQG";11;1
"TQN";2;2
"TQN";3;2
"TQP";7;2
"TQP";17;1
"TQP";18;1
"TQP";20;1
"TQY";5;1
"TR5";3;1
"TR5";13;1
"TRC";4;1
"TRC";10;1
"TRH";3;1
"TRH";4;1
"TRH";7;1
"TRH";9;1
"TRH";10;1
"TRH";14;1
"TRH";15;1
"TRH";16;1
"TRH";19;1
"TRH";20;1
"TRH";23;1
"TRH";24;1
"TRP";2;1
"TRP";3;1
"TRP";4;3
"TRP";5;1
"TRP";6;7
"TRP";7;5
"TRP";8;3
"TRP";9;5
"TRP";10;11
"TRP";11;7
"TRP";12;4
"TRP";13;4
"TRP";14;1
"TRP";15;4
"TRP";17;1
"TRS";4;1
"TRS";7;1
"TRT";2;8
"TRT";3;4
"TRT";4;3
"TRT";5;1
"TRT";7;2
"TRT";9;2
"TRT";12;1
"TRT";13;1
"TRT";14;1
"TRT";15;1
"TRV";5;2
"TRV";6;2
"TRV";12;1
"TRZ";4;1
"TRZ";6;1
"TS5";8;1
"TSA";8;1
"TSA";10;2
"TSA";11;1
"TSA";13;1
"TSB";21;1
"TSD";6;1
"TSL";9;1
"TSN";13;1
"TSN";14;1
"TSR";10;1
"TSS";5;2
"TSS";9;1
"TSU";2;1
"TSU";3;1
"TSU";6;1
"TSU";8;1
"TSV";7;1
"TT0";4;3
"TT0";7;1
"TTC";6;1
"TTG";8;1
"TTN";5;3
"TTP";3;2
"TTP";4;3
"TTP";5;3
"TTP";8;3
"TTP";9;1
"TTP";10;2
"TTP";11;5
"TTP";12;2
"TTP";13;2
"TTP";14;1
"TTP";15;2
"TTP";16;1
"TTP";17;1
"TTP";19;1
"TTP";22;1
"TTP";23;2
"TTT";10;1
"TTZ";21;1
"TU4";11;1
"TUD";15;1
"TUM";15;1
"TUM";24;1
"TUV";16;1
"TWN";3;1
"TWN";13;1
"TWN";15;1
"TWW";11;1
"TXA";24;1
"TXB";8;1
"TXC";10;1
"TXE";24;1
"TXE";26;1
"TXI";12;1
"TYA";21;1
"TYD";2;2
"TYD";3;3
"TYD";4;4
"TYD";5;3
"TYD";6;1
"TYD";7;2
"TYD";8;1
"TYD";9;2
"TYD";10;1
"TYD";12;3
"TYD";13;4
"TYD";14;4
"TYD";15;5
"TYD";16;1
"TYD";17;4
"TYD";18;2
"TYE";7;1
"TYE";9;2
"TYE";11;1
"TYF";9;1
"TYL";12;1
"TYM";23;1
"TYM";25;1
"TYM";26;2
"TYM";27;1
"TYR";2;3
"TYR";3;1
"TYR";4;2
"TYR";5;3
"TYR";6;2
"TYR";8;2
"TYR";9;6
"TYR";10;5
"TYR";11;4
"TYR";12;8
"TYR";14;1
"TYR";17;1
"TYZ";4;1
"TZD";6;2
"TZD";17;3
"TZE";3;2
"TZE";6;1
"TZE";7;1
"TZN";14;1
"TZP";10;1
"TZS";15;1
"U07";16;1
"U0H";14;1
"U10";2;6
"U10";3;7
"U10";4;5
"U10";5;3
"U10";6;3
"U10";7;3
"U10";8;4
"U10";11;1
"U10";12;1
"U10";13;3
"U10";15;2
"U10";16;3
"U10";17;3
"U10";18;1
"U10";19;1
"U20";16;1
"U2D";3;1
"U2D";5;1
"U2F";16;1
"U2F";18;1
"U2F";19;1
"U2F";21;1
"U4B";15;1
"U4G";2;1
"U4G";3;2
"U4N";20;1
"U4Y";2;1
"U4Y";22;1
"U51";11;1
"U51";12;2
"U5J";4;1
"U5P";2;2
"U5P";3;6
"U5P";4;1
"U5P";5;1
"U5P";6;3
"U5P";7;1
"U5P";8;1
"U5P";9;1
"U5P";10;1
"U5P";11;1
"U5P";12;4
"U5P";13;2
"U5P";14;3
"U5P";15;3
"U5P";16;3
"U6K";18;1
"U82";14;1
"U8L";15;1
"U8Z";14;1
"U94";10;1
"U97";2;1
"U97";6;1
"U9A";2;1
"U9A";5;1
